[2025-11-24 10:20:52] 🧱 已新增欄位 articles.pua_status
[2025-11-24 10:20:52] 🧱 已新增欄位 articles.pua_status_reason
[2025-11-24 10:20:52] ✅ 確認資料表 eb_evaluation 已存在
[2025-11-24 10:20:52] 🔎 欄位 main_strategy_detail 已存在，略過
[2025-11-24 10:20:52] 📘 共讀取 10 筆文章待分析（上限 10）
[2025-11-24 10:20:56] ❌ ERROR 第 1/10 筆 | ConnectionError: HTTPConnectionPool(host='localhost', port=3000): Max retries exceeded with url: /api/v1/chat/complet | link_id=68f87edcaf1137700cb26e94 | article_id=68fce9b6af1137205015fd06 | status=error
[2025-11-24 10:21:00] ❌ ERROR 第 2/10 筆 | ConnectionError: HTTPConnectionPool(host='localhost', port=3000): Max retries exceeded with url: /api/v1/chat/complet | link_id=68f87edcaf1137700cb26e95 | article_id=68fce9f3af11377624f11eda | status=error
[2025-11-24 10:21:04] ❌ ERROR 第 3/10 筆 | ConnectionError: HTTPConnectionPool(host='localhost', port=3000): Max retries exceeded with url: /api/v1/chat/complet | link_id=68f87edcaf1137700cb26e96 | article_id=68fcea01af11377624f11edb | status=error
[2025-11-24 11:55:45] 🔎 欄位 pua_status 已存在，略過
[2025-11-24 11:55:45] 🔎 欄位 pua_status_reason 已存在，略過
[2025-11-24 11:55:45] ✅ 確認資料表 eb_evaluation 已存在
[2025-11-24 11:55:45] 🔎 欄位 main_strategy_detail 已存在，略過
[2025-11-24 11:55:45] 📘 共讀取 10 筆文章待分析（上限 10）
[2025-11-24 11:55:55] ✅ DONE 第 1/10 筆 | overall=3.6 | main=emotion | detail=使用自我批判和過去的錯誤來觸發自己的愧疚和情緒低落，並強調需要每天寫日記以來擊破這些情緒 | link_id=68f87edcaf1137700cb26e98 | article_id=68fcea15af11377624f11edc | status=done
[2025-11-24 12:02:40] 🔎 欄位 pua_status 已存在，略過
[2025-11-24 12:02:40] 🔎 欄位 pua_status_reason 已存在，略過
[2025-11-24 12:02:40] ✅ 確認資料表 eb_evaluation 已存在
[2025-11-24 12:02:40] 🔎 欄位 main_strategy_detail 已存在，略過
[2025-11-24 12:02:40] 📘 共讀取 200 筆文章待分析（上限 200）
[2025-11-24 12:02:47] ✅ DONE 第 1/200 筆 | overall=4.6 | main=emotion | detail=使用情緒勒索（戲演自閉、惡劣的父母角色）來控制子女行為 | link_id=68f87edcaf1137700cb26e94 | article_id=68fce9b6af1137205015fd06 | status=done
[2025-11-24 12:02:51] ✅ DONE 第 2/200 筆 | overall=4 | main=power | detail=使用憤怒與控制以強制女性遵從 | link_id=68f87edcaf1137700cb26e95 | article_id=68fce9f3af11377624f11eda | status=done
[2025-11-24 12:02:54] ✅ DONE 第 3/200 筆 | overall=3 | main=emotion | detail=利用語言來呈現自己的不滿，並將負面意見轉化為情緒勒索之類的描述 | link_id=68f87edcaf1137700cb26e96 | article_id=68fcea01af11377624f11edb | status=done
[2025-11-24 12:02:57] ✅ DONE 第 4/200 筆 | overall=3 | main=emotion | detail=情緒操控，提及過去錯誤和未來證明 | link_id=68f87edcaf1137700cb26e98 | article_id=68fcea15af11377624f11edc | status=done
[2025-11-24 12:02:59] ✅ DONE 第 5/200 筆 | overall=1 | main=none | detail=直接表達需求，沒有任何情緒勒索元素 | link_id=68f87edcaf1137700cb26e9c | article_id=68fcea6eaf11379f9c929394 | status=done
[2025-11-24 12:03:02] ✅ DONE 第 6/200 筆 | overall=4 | main=power | detail=利用媽媽對女友的情緒控制來強迫男友遵從 | link_id=68f87edcaf1137700cb26e9d | article_id=68fcea81af11379f9c929395 | status=done
[2025-11-24 12:03:04] ✅ DONE 第 7/200 筆 | overall=4 | main=blame | detail=混合型情緒操控 (使用屈辱、挑釁和責任感等方式進行勒索) | link_id=68f87ee9af1137951479fd17 | article_id=68fcea94af11379f9c929396 | status=done
[2025-11-24 12:03:06] ✅ DONE 第 8/200 筆 | overall=0 | main=none | detail=無情緒勒索策略，但有工作場合的背景 | link_id=68f87ee9af1137951479fd18 | article_id=68fceaa7af11379f9c929397 | status=done
[2025-11-24 12:03:09] ✅ DONE 第 9/200 筆 | overall=3.2 | main=emotion | detail=使用情感操控和罪惡化來引起對方的義務感和尤其是自己的ilt感 | link_id=68f87f24af1137ac3c6f9d7b | article_id=68fceabaaf11379f9c929398 | status=done
[2025-11-24 12:03:11] ✅ DONE 第 10/200 筆 | overall=3 | main=emotion | detail=使用自責感、無智慧等情緒操控方式 | link_id=68f87f24af1137ac3c6f9d7d | article_id=68fceae1af11379f9c929399 | status=done
[2025-11-24 12:03:14] ✅ DONE 第 11/200 筆 | overall=3.6 | main=emotion | detail=使用情緒勾引來掩蓋自己的問題 | link_id=68f87f24af1137ac3c6f9d7e | article_id=68fceaf4af11379f9c92939a | status=done
[2025-11-24 12:03:16] ✅ DONE 第 12/200 筆 | overall=3.6 | main=emotion | detail=Expressing self-centered thoughts and feelings, with an emphasis on guilt manipulation | link_id=68f87f24af1137ac3c6f9d83 | article_id=68fceb90af11379f9c92939b | status=done
[2025-11-24 12:03:18] ✅ DONE 第 13/200 筆 | overall=4 | main=emotion | detail=使用情緒操控方式，例如抱怨、挑釁和吸引哀sympathy | link_id=68f87f24af1137ac3c6f9d85 | article_id=68fcebb5af11379f9c92939c | status=done
[2025-11-24 12:03:22] ✅ DONE 第 14/200 筆 | overall=4.2 | main=emotion | detail=使用自己的生命經歷和家庭背景向父母施壓，並引入聖經諮詢以強調情緒勒索的問題 | link_id=68f87f24af1137ac3c6f9d89 | article_id=68fcec3daf11379f9c92939d | status=done
[2025-11-24 12:03:24] ✅ DONE 第 15/200 筆 | overall=3 | main=emotion | detail=Self-pity and guilt manipulation | link_id=68f87f24af1137ac3c6f9d8c | article_id=68fcec76af11379f9c92939e | status=done
[2025-11-24 12:03:27] ✅ DONE 第 16/200 筆 | overall=3.6 | main=emotion | detail=使用拒絕父母勒索後的情感反應來挑戰其他孝順的手足，可能包含抱持痛心、不願接受勒索等情感 | link_id=68f87f24af1137ac3c6f9d8d | article_id=68fcec89af11379f9c92939f | status=done
[2025-11-24 12:03:29] ✅ DONE 第 17/200 筆 | overall=4 | main=emotion | detail=使用情感勒索的方式，強化自己的極端意見並責令對象接受自己的看法 | link_id=68f87f24af1137ac3c6f9d8e | article_id=68fcec9baf11379f9c9293a0 | status=done
[2025-11-24 12:03:32] ✅ DONE 第 18/200 筆 | overall=4 | main=power | detail=使用嚴格控制和強壓以達到自己的需求，並盡可能撥開被操控者（Child）的沟通方式 | link_id=68f87f24af1137ac3c6f9d91 | article_id=68fcfa69dbeaa9ea10b3402f | status=done
[2025-11-24 12:03:35] ✅ DONE 第 19/200 筆 | overall=4.2 | main=emotion | detail=使用情緒勒索以控制女兒的行為，同時也夾在中間感到無法解決問題 | link_id=68f87f24af1137ac3c6f9d95 | article_id=68fcfa9fdbeaa9ea10b34030 | status=done
[2025-11-24 12:03:37] ✅ DONE 第 20/200 筆 | overall=4 | main=power | detail=使用跳樓危險行為來強制母親表態 | link_id=68f87f24af1137ac3c6f9d97 | article_id=68fcfaeedbeaa9edefc33d49 | status=done
[2025-11-24 12:03:40] ✅ DONE 第 21/200 筆 | overall=3 | main=emotion | detail=使用感情操控，例如施加壓力、懷疑或憐憫 | link_id=68f87f24af1137ac3c6f9d98 | article_id=68fcfb19dbeaa9ee9ad3699f | status=done
[2025-11-24 12:03:43] ✅ DONE 第 22/200 筆 | overall=4.2 | main=power | detail=以強有力的文字方式勒索兄妹提供金錢支持 | link_id=68f87f24af1137ac3c6f9d99 | article_id=68fcfb26dbeaa9ee9ad369a0 | status=done
[2025-11-24 12:03:45] ✅ DONE 第 23/200 筆 | overall=3.6 | main=power | detail=Utilizing threats of death and emotional manipulation to control family members' actions | link_id=68f87f24af1137ac3c6f9d9b | article_id=68fcfb41dbeaa9ee9ad369a1 | status=done
[2025-11-24 12:03:48] ✅ DONE 第 24/200 筆 | overall=4 | main=emotion/blame | detail=混合型情緒操控，使用愤怒和讽刺的方式責任喚醒和挑釁對象 | link_id=68f87f24af1137ac3c6f9d9e | article_id=68fcfbd4dbeaa9ee9ad369a2 | status=done
[2025-11-24 12:03:51] ✅ DONE 第 25/200 筆 | overall=4 | main=power/blame/none | detail=使用冷暴力強制對方認錯和屈服，並藉由惡化對方的行為來給予壓迫感 | link_id=68f87f24af1137ac3c6f9d9f | article_id=68fcfc4adbeaa9ee9ad369a3 | status=done
[2025-11-24 12:03:55] ✅ DONE 第 26/200 筆 | overall=4 | main=emotion | detail=使用感情操控，例如『被擺臉色、冷嘲熱諷』 | link_id=68f87f24af1137ac3c6f9da1 | article_id=68fcfc65dbeaa9ee9ad369a4 | status=done
[2025-11-24 12:03:57] ✅ DONE 第 27/200 筆 | overall=4 | main=power | detail=威脅關閉帳號以施展強權 | link_id=68f87f24af1137ac3c6f9da7 | article_id=68fcfd0edbeaa9ee9ad369a5 | status=done
[2025-11-24 12:03:59] ✅ DONE 第 28/200 筆 | overall=3 | main=emotion | detail=表示對物品有喜愛感，希望獲得更多相似的物品 | link_id=68f87f24af1137ac3c6f9da9 | article_id=68fcfd28dbeaa9ee9ad369a6 | status=done
[2025-11-24 12:04:02] ✅ DONE 第 29/200 筆 | overall=4.2 | main=blame | detail=Blame with emotional blackmail, asserting that the city's future is being held hostage | link_id=68f87f24af1137ac3c6f9dac | article_id=68fcfd8bdbeaa9ee9ad369a7 | status=done
[2025-11-24 12:04:05] ✅ DONE 第 30/200 筆 | overall=4 | main=emotion | detail=使用情緒勒索，譴責政府和民進黨，並呼籲不要接受普發的1萬元 | link_id=68f87f24af1137ac3c6f9daf | article_id=68fcfdb2dbeaa9ee9ad369a8 | status=done
[2025-11-24 12:04:08] ✅ DONE 第 31/200 筆 | overall=4.2 | main=power/emotion/blame | detail=使用政治操作以削減預算和勒索罷免，同時利用媒體、公開批評等方式產生情緒影響 | link_id=68f87f24af1137ac3c6f9db0 | article_id=68fcfdbfdbeaa9ee9ad369a9 | status=done
[2025-11-24 12:04:11] ✅ DONE 第 32/200 筆 | overall=4 | main=power | detail=使用情緒勒索方式強制要求對手接受其指令或要求 | link_id=68f87f24af1137ac3c6f9db2 | article_id=68fcfdd9dbeaa9ee9ad369aa | status=done
[2025-11-24 12:04:14] ✅ DONE 第 33/200 筆 | overall=4 | main=emotion | detail=使用恐慌感以及嚴重情境來鼓勵讀者認真關注安全問題 | link_id=68f87f24af1137ac3c6f9db3 | article_id=68fcfde6dbeaa9ee9ad369ab | status=done
[2025-11-24 12:04:18] ✅ DONE 第 34/200 筆 | overall=3.6 | main=power | detail=使用金錢和政治力量來控制事情的進展 | link_id=68f87f24af1137ac3c6f9db4 | article_id=68fcfdf3dbeaa9ee9ad369ac | status=done
[2025-11-24 12:04:21] ✅ DONE 第 35/200 筆 | overall=4 | main=blame | detail=使用混合型情緒操控，以讽刺和批判的方式指 Control Yuan chairperson Wang Yi-hou's comments, and accusing the DPP government of behaving like the KMT and following their policies. | link_id=68f87f24af1137ac3c6f9db6 | article_id=68fcfe4adbeaa9ee9ad369ad | status=done
[2025-11-24 12:04:23] ✅ DONE 第 36/200 筆 | overall=4 | main=power | detail=以帶來擔任家人職位之需求為主的情緒操控 | link_id=68f87f24af1137ac3c6f9dba | article_id=68fcfe94dbeaa9ee9ad369af | status=done
[2025-11-24 12:04:26] ✅ DONE 第 37/200 筆 | overall=3 | main=emotion | detail=使用自我主張以及對對方情感的挑釁 | link_id=68f87f24af1137ac3c6f9dbb | article_id=68fcfea1dbeaa9ee9ad369b0 | status=done
[2025-11-24 12:04:28] ✅ DONE 第 38/200 筆 | overall=4 | main=power | detail=斥乒與嘲諷，以強化自己的權威和控制力 | link_id=68f87f24af1137ac3c6f9dbd | article_id=68fcfebbdbeaa9ee9ad369b1 | status=done
[2025-11-24 12:04:31] ✅ DONE 第 39/200 筆 | overall=4 | main=power | detail=使用軍事演習和政治敘述，以威脅和壓力的方式影響台灣人民 | link_id=68f87f24af1137ac3c6f9dc0 | article_id=68fcff1ddbeaa9ee9ad369b2 | status=done
[2025-11-24 12:04:34] ✅ DONE 第 40/200 筆 | overall=4 | main=power | detail=使用政治威壓、情緒勒索及曝光等手段強制遵從 | link_id=68f87f24af1137ac3c6f9dc1 | article_id=68fcff2adbeaa9ee9ad369b3 | status=done
[2025-11-24 12:04:37] ✅ DONE 第 41/200 筆 | overall=3.7 | main=power | detail=使用自由和權力的議論來強調不需要承擔義務 | link_id=68f87f24af1137ac3c6f9dc2 | article_id=68fcff37dbeaa9ee9ad369b4 | status=done
[2025-11-24 12:04:41] ✅ DONE 第 42/200 筆 | overall=4 | main=power | detail=None | link_id=68f87f24af1137ac3c6f9dc3 | article_id=68fcff44dbeaa9ee9ad369b5 | status=done
[2025-11-24 12:04:44] ✅ DONE 第 43/200 筆 | overall=4 | main=blame | detail=強調店員的錯誤並提出他們浪費時間，同時質疑店員水平與其他商店不一致 | link_id=68f87f24af1137ac3c6f9dc4 | article_id=68fcff51dbeaa9ee9ad369b6 | status=done
[2025-11-24 12:04:47] ✅ DONE 第 44/200 筆 | overall=4 | main=emotion | detail=使用繼續勒索以及情感操控，並提及名字的權益和影響力 | link_id=68f87f24af1137ac3c6f9dc5 | article_id=68fcff5edbeaa9ee9ad369b7 | status=done
[2025-11-24 12:04:50] ✅ DONE 第 45/200 筆 | overall=3 | main=emotion | detail=使用自言自語、護國儋家的情感操控方式 | link_id=68f87f24af1137ac3c6f9dc8 | article_id=68fcff85dbeaa9ee9ad369b8 | status=done
[2025-11-24 12:04:52] ✅ DONE 第 46/200 筆 | overall=3.5 | main=none | detail=挑戰式問題，未顯示明確的情緒勒索策略 | link_id=68f87f24af1137ac3c6f9dc9 | article_id=68fcff91dbeaa9ee9ad369b9 | status=done
[2025-11-24 12:04:55] ✅ DONE 第 47/200 筆 | overall=3 | main=emotion | detail=使用情感勒索，例如表達憂鬱和不滿，以期改變男友的行為 | link_id=68f87f24af1137ac3c6f9dcb | article_id=68fcffefdbeaa9ee9ad369ba | status=done
[2025-11-24 12:04:58] ✅ DONE 第 48/200 筆 | overall=3 | main=emotion | detail=Utilizing emotional appeals to argue against inequality and express concern for citizens' well-being when traveling to Mainland China | link_id=68f87f24af1137ac3c6f9dd1 | article_id=68fd0040dbeaa9ee9ad369bb | status=done
[2025-11-24 12:05:01] ✅ DONE 第 49/200 筆 | overall=4 | main=emotion | detail=Mixed strategy of emotion and blame, with emotional manipulation and apologies followed by guilt induction and self-criticism | link_id=68f9c2ffaf11375988d35b39 | article_id=68fd0054dbeaa9ee9ad369bc | status=done
[2025-11-24 12:05:14] ❌ ERROR 第 50/200 筆 | ValueError: 無法解析 JSON： 感謝您提供的內容，它分享了一系列有關於如何提高情商和人際交往能力的建議。以下是我將這些建議整理後的摘要：

1. 管理自己的情緒：
   - 自我關注：專注於自己當下正在做的事情 | link_id=68f9c2ffaf11375988d35b3b | article_id=68fd00bcdbeaa9ee9ad369bd | status=error
[2025-11-24 12:05:18] ✅ DONE 第 51/200 筆 | overall=4 | main=emotion | detail=使用情感操控，生氣容易出現且持續、對女朋友負擔厚重的抱怨以及分手威脅 | link_id=68f9c2ffaf11375988d35b3f | article_id=68fd0100dbeaa9ee9ad369bf | status=done
[2025-11-24 12:05:21] ✅ DONE 第 52/200 筆 | overall=4.2 | main=emotion | detail=使用情感操控，利用愛情識別性和恐懼創造義務感，並施加制補 | link_id=68f9c2ffaf11375988d35b41 | article_id=68fd011adbeaa9ee9ad369c0 | status=done
[2025-11-24 12:05:24] ✅ DONE 第 53/200 筆 | overall=4 | main=emotion | detail=使用自己的病毒和感情壓力來說謎求情救，混合型情緒操控 | link_id=68f9c2ffaf11375988d35b43 | article_id=68fd0134dbeaa9ee9ad369c1 | status=done
[2025-11-24 12:05:27] ✅ DONE 第 54/200 筆 | overall=3.6 | main=blame | detail=使用情緒操控和抱怨方式，表示感覺被壓迫且無法自由出來 | link_id=68f9c2ffaf11375988d35b51 | article_id=68fd0269dbeaa9ee9ad369c2 | status=done
[2025-11-24 12:05:30] ✅ DONE 第 55/200 筆 | overall=3 | main=power | detail=使用威嚇和暴力徵求子女的遵從 | link_id=68f9c2ffaf11375988d35b53 | article_id=68fd0282dbeaa9ee9ad369c3 | status=done
[2025-11-24 12:05:33] ✅ DONE 第 56/200 筆 | overall=4 | main=power | detail=使用堅強的力道和激烈表情來要求對象改變行為，並指控對象沒有考慮他人感受 | link_id=68f9c2ffaf11375988d35b54 | article_id=68fd028edbeaa9ee9ad369c4 | status=done
[2025-11-24 12:05:37] ✅ DONE 第 57/200 筆 | overall=4 | main=emotion | detail=使用情緒操控，以吵鬧和恐慌為工具，強制伴侶改變行為 | link_id=68f9c2ffaf11375988d35b58 | article_id=68fd02c3dbeaa9ee9ad369c5 | status=done
[2025-11-24 12:05:40] ✅ DONE 第 58/200 筆 | overall=3.6 | main=emotion | detail=Emotional manipulation and blame tactic | link_id=68f9c2ffaf11375988d35b5a | article_id=68fd031adbeaa9ee9ad369c6 | status=done
[2025-11-24 12:05:44] ✅ DONE 第 59/200 筆 | overall=4 | main=emotion | detail=情緒操控與擬吻勒索，包括使用病弱、遺失通信、負責任等方式施動 | link_id=68f9c2ffaf11375988d35b5f | article_id=68fd037fdbeaa9ee9ad369c7 | status=done
[2025-11-24 12:05:47] ✅ DONE 第 60/200 筆 | overall=3 | main=emotion | detail=自我描述，顯露自己對開玩笑和社交能力有問題，以及自我惱惱叹息的表現 | link_id=68f9c2ffaf11375988d35b60 | article_id=68fd038fdbeaa9ee9ad369c8 | status=done
[2025-11-24 12:05:50] ✅ DONE 第 61/200 筆 | overall=3 | main=power | detail=強調權力並拒絕情緒干擾 | link_id=68f9c2ffaf11375988d35b65 | article_id=68fd087bdbeaa9135455c56c | status=done
[2025-11-24 12:05:54] ✅ DONE 第 62/200 筆 | overall=4 | main=emotion | detail=以情緒嘲諷方式強制斷種使用方法 | link_id=68f9c2ffaf11375988d35b6a | article_id=68fd08bedbeaa9135455c56d | status=done
[2025-11-24 12:05:57] ✅ DONE 第 63/200 筆 | overall=3 | main=emotion | detail=Expressing feelings of frustration and helplessness due to medication side effects | link_id=68f9c2ffaf11375988d35b6b | article_id=68fd08ccdbeaa9135455c56e | status=done
[2025-11-24 12:06:04] ✅ DONE 第 64/200 筆 | overall=3.6 | main=emotion | detail=利用情緒電影 Inside Out 表達情緒的重要性，並強調不妄自負其他情緒為軟弱或负面 | link_id=68f9c2ffaf11375988d35b6d | article_id=68fd0921dbeaa9135455c56f | status=done
[2025-11-24 12:06:08] ✅ DONE 第 65/200 筆 | overall=3 | main=emotion | detail=使用情緒控制與禮貌回應來管理問題，並強調代表公司的身份 | link_id=68f9c2ffaf11375988d35b6f | article_id=68fd093ddbeaa9135455c570 | status=done
[2025-11-24 12:06:12] ✅ DONE 第 66/200 筆 | overall=3.5 | main=emotion | detail=利用幽默氛圍與苦笑讓對象接受自己的弱點，並加入一些小微喪咒以示自我嫌疑 | link_id=68f9c2ffaf11375988d35b72 | article_id=68fd0965dbeaa9135455c571 | status=done
[2025-11-24 12:06:16] ✅ DONE 第 67/200 筆 | overall=3.5 | main=emotion | detail=使用情緒語言提及快樂感，嘗試讓對話者從生活中尋找美好事物 | link_id=68f9c2ffaf11375988d35b77 | article_id=68fd09e0dbeaa9135455c572 | status=done
[2025-11-24 12:06:20] ✅ DONE 第 68/200 筆 | overall=3.6 | main=emotion | detail=混合型情緒操控，包括威脅、哀求與罪惡感覺 | link_id=68f9c2ffaf11375988d35b82 | article_id=68fd0abadbeaa9135455c573 | status=done
[2025-11-24 12:06:24] ✅ DONE 第 69/200 筆 | overall=3 | main=obligation | detail=以協議交易（Device update + Charge overnight）為基礎，旨在強制實現需求 | link_id=68f9c2ffaf11375988d35b83 | article_id=68fd0ac9dbeaa9135455c574 | status=done
[2025-11-24 12:06:28] ✅ DONE 第 70/200 筆 | overall=3.6 | main=power | detail=強制限制出境 | link_id=68f9c2ffaf11375988d35b8a | article_id=68fd0baedbeaa9135455c575 | status=done
[2025-11-24 12:06:31] ✅ DONE 第 71/200 筆 | overall=3 | main=emotion | detail=expressing concern and seeking advice to create a sense of obligation and emotional appeal | link_id=68f9c2ffaf11375988d35b8b | article_id=68fd0c61dbeaa9135455c576 | status=done
[2025-11-24 12:06:35] ✅ DONE 第 72/200 筆 | overall=3 | main=blame | detail=使用環境問題來推擠責任 | link_id=68f9c2ffaf11375988d35b90 | article_id=68fd0ca3dbeaa9135455c577 | status=done
[2025-11-24 12:06:40] ✅ DONE 第 73/200 筆 | overall=4 | main=power | detail=Using a digital camera to record the incident as evidence and threatening to end the relationship if partner continues to falsely accuse | link_id=68f9c2ffaf11375988d35b91 | article_id=68fd0cb2dbeaa9135455c578 | status=done
[2025-11-24 12:06:44] ✅ DONE 第 74/200 筆 | overall=3 | main=obligation | detail=使用者請求其他人給予幫助以減少自己的成本，並表達感激意志 | link_id=68f9c2ffaf11375988d35b95 | article_id=68fd0d24dbeaa9135455c579 | status=done
[2025-11-24 12:06:50] ✅ DONE 第 75/200 筆 | overall=3.5 | main=emotion | detail=提倡捨離負面人、自我認識與發展等情緒操控策略 | link_id=68f9c472af1137024c861660 | article_id=68fd0d40dbeaa9135455c57a | status=done
[2025-11-24 12:06:55] ✅ DONE 第 76/200 筆 | overall=4 | main=power | detail=使用強制控制、限制個人自由和生活方式以達到親子關係的強權夾持 | link_id=68f9c472af1137024c861661 | article_id=68fd0d4ddbeaa9135455c57b | status=done
[2025-11-24 12:06:59] ✅ DONE 第 77/200 筆 | overall=4 | main=emotion | detail=建立自我義務感，讓自己感到應有償還義務或道德義務，以達到生涯目標和職業規劃的目標 | link_id=68f9c472af1137024c861662 | article_id=68fd0d5bdbeaa9135455c57c | status=done
[2025-11-24 12:07:04] ✅ DONE 第 78/200 筆 | overall=3.7 | main=emotion | detail=使用女性賈寶玉的名言作為情感操控、並暗示對方有話多，同時屬於情感操控中带有责任感 | link_id=68f9c472af1137024c861663 | article_id=68fd0d68dbeaa9135455c57d | status=done
[2025-11-24 12:07:08] ✅ DONE 第 79/200 筆 | overall=3.5 | main=emotion | detail=使用情感操控，以引誘女性分享過去的經驗 | link_id=68f9c472af1137024c861664 | article_id=68fd0d76dbeaa9135455c57e | status=done
[2025-11-24 12:07:13] ✅ DONE 第 80/200 筆 | overall=4.2 | main=blame | detail=使用反噬、歸自己責任和反社會的情緒操控 | link_id=68f9c472af1137024c861665 | article_id=68fd0d83dbeaa9135455c57f | status=done
[2025-11-24 12:07:18] ✅ DONE 第 81/200 筆 | overall=4 | main=blame | detail=使用情緒勒索以讓車主停止停車，同時加上社會譽度和家長責任的要素 | link_id=68f9c472af1137024c861667 | article_id=68fd0d9edbeaa9135455c580 | status=done
[2025-11-24 12:07:22] ✅ DONE 第 82/200 筆 | overall=3 | main=emotion | detail=Expressing regret and spreading awareness to promote parent-child reading | link_id=68f9c472af1137024c86166a | article_id=68fd0e21dbeaa9135455c581 | status=done
[2025-11-24 12:07:26] ✅ DONE 第 83/200 筆 | overall=4.3 | main=power | detail=威權操控，以暴力行為來示威歸承和強制地執行需求 | link_id=68f9c472af1137024c86166b | article_id=68fd0e30dbeaa9135455c582 | status=done
[2025-11-24 12:07:30] ✅ DONE 第 84/200 筆 | overall=3.5 | main=emotion | detail=请求方式暗示自杀，但希望死亡不引起家人困擾 | link_id=68f9c472af1137024c861670 | article_id=68fd0e98dbeaa9135455c583 | status=done
[2025-11-24 12:07:36] ✅ DONE 第 85/200 筆 | overall=4 | main=emotion | detail=使用歌曲作為情緒勒索的方式，描述了不對等關係和情緒綁架所造成的傷害 | link_id=68f9c472af1137024c86167d | article_id=68fd1046dbeaa9135455c584 | status=done
